Name,Hash,Id,Tag,Rarity,Tier,Type,Source,Category,Element,Ammo,Power,Archetype,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Holofoil,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Persistence,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Ammo Generation,Heat Generated,Cooling Efficiency,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18,Perks 19
Salvation's Grip,370712896,"""6917529470208972623""",keep,Exotic,0,Grenade Launcher,europa,Power,Stasis,heavy,10,Cryocannon,,,Vault,true,false,false,4,12,,63,68,0,0,13,55,37,0,36,120,55,8,57,0,0,0,0,0,0,0,0,19,40,0,0,false,0,0,,,,Cryocannon*,Linear Compensator*,Alloy Casing*,Shatter Shot*,Polymer Grip*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Scatter Signal,2558925366,"""6917530014668865457""",keep,Legendary,0,Fusion Rifle,rivenslair,KineticSlot,Strand,special,155,Rapid-Fire Frame,Charge Time,10,Warlock(433),false,false,false,6,23,,59,39,50,25,15,0,0,0,43,0,48,8,69,500,0,0,0,0,0,0,0,4,52,0,0,crafted,38,310,,,,Rapid-Fire Frame*,Fluted Barrel*,Enhanced Battery*,Enlightened Action*,Controlled Burst*,Dragon's Vengeance*,Kill Tracker,Superblack*,,,,,,,,,,,,
Service of Luzaku,4284533075,"""6917530182687660041""",,Exotic,0,Machine Gun,seasonpass,Power,Strand,heavy,469,Dichotomous Thinking,,,Vault,false,false,false,8,28,,72,51,70,73,16,0,0,0,41,360,29,48,95,0,0,0,0,0,0,0,0,16,49,0,0,false,0,0,,,,Dichotomous Thinking*,Fluted Barrel*,Accurized Rounds*,Meaning-Making*,Hand-Laid Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
Skyburner's Oath,4255268456,"""6917530144691244597""",keep,Exotic,0,Scout Rifle,,Energy,Solar,primary,412,Slug Rifle,,10,Vault,true,false,false,1,1,,100,90,67,80,21,0,0,0,50,150,30,20,85,0,0,0,0,0,0,0,0,45,60,0,0,false,0,41,,,,Slug Rifle*,Extended Barrel*,Extended Mag*,For the Empire*,Short-Action Stock*,Kill Tracker,Skyburner Catalyst*,,,,,,,,,,,,,
Slayer's Fang,1047932517,"""6917530132176441634""",keep,Exotic,0,Shotgun,revenant,Energy,Void,special,200,Nightsworn Sight,,10,Vault,false,false,false,7,25,,80,70,75,55,12,0,0,0,30,70,45,7,50,0,0,0,0,0,0,0,0,1,70,0,0,crafted,1,0,,,,Nightsworn Sight*,Arrowhead Brake*,Flared Magwell*,Heart Piercer*,Composite Stock*,Kill Tracker,,,,,,,,,,,,,,
Sojourner's Tale,599895591,"""6917529622455856280""",archive,Legendary,0,Shotgun,seasonpass,Energy,Solar,special,10,Pinpoint Slug Frame,Reload Speed,10,Vault,true,false,false,4,14,,56,35,70,76,12,0,0,0,45,70,54,6,58,0,0,0,0,0,0,0,0,2,43,0,0,false,0,48,,,,Pinpoint Slug Frame*,Full Bore*,Polygonal Rifling,Assault Mag*,Extended Mag,Threat Detector*,Opening Shot*,Kill Tracker,Masterworked: Reload Speed*,Amethyst Veil*,,,,,,,,,,
Solemn Remembrance,4116518582,"""6917530142810281597""",archive,Legendary,3,Hand Cannon,crucible,KineticSlot,Stasis,primary,404,Precision Frame,Stability,2,Vault,true,false,false,8,27,,85,76,94,43,14,0,0,0,76,140,61,11,33,0,0,0,0,0,0,0,0,47,55,0,0,false,0,0,,,,Precision Frame*,Chambered Compensator*,Corkscrew Rifling,Tactical Mag*,Extended Mag,Impromptu Ammunition,Headstone*,Firefly*,Precision Instrument,Combat Grip*,Textured Grip,Kill Tracker,Tier 2: Stability*,,,,,,,
Solemn Remembrance,4116518582,"""6917530144688043743""",archive,Legendary,3,Hand Cannon,crucible,KineticSlot,Stasis,primary,412,Precision Frame,Handling,1,Vault,true,false,false,8,27,,75,76,94,48,14,0,0,0,74,140,51,10,39,0,0,0,0,0,0,0,0,54,55,0,0,false,0,0,,,,Precision Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Steady Rounds*,Flared Magwell,Lone Wolf*,Slideshot,Keep Away,Precision Instrument*,Combat Grip*,Heavy Grip,Kill Tracker,Tier 1: Handling*,,,,,,,
Staccato-46,4019668921,"""6917529849631328785""",archive,Legendary,0,Scout Rifle,engram,Energy,Solar,primary,10,Precision Frame,Stability,10,Vault,true,false,false,5,17,,58,63,62,44,20,0,0,0,64,180,55,15,43,0,0,0,0,0,0,0,0,9,54,0,0,false,0,148,suros,,,Precision Frame*,Corkscrew Rifling*,Full Bore,Appended Mag,Flared Magwell*,Outlaw*,Explosive Payload*,Suros Synergy*,Kill Tracker,Masterworked: Stability*,,,,,,,,,,
Staccato-46,4019668921,"""6917529935896034654""",archive,Legendary,0,Scout Rifle,engram,Energy,Solar,primary,10,Precision Frame,Handling,2,Vault,true,false,false,5,17,,68,63,62,59,20,0,0,0,44,180,40,15,30,0,0,0,0,0,0,0,0,9,54,0,0,false,0,0,suros,,,Precision Frame*,Extended Barrel*,Smallbore,Accurized Rounds*,Tactical Mag,Shoot to Loot*,Explosive Payload*,Suros Synergy*,Kill Tracker,Tier 2: Handling*,,,,,,,,,,
Stars in Shadow,3602242905,"""6917530146600115850""",archive,Legendary,5,Pulse Rifle,crucible,Energy,Solar,primary,453,High-Impact Frame,Reload Speed,4,Vault,true,false,false,8,27,,64,28,29,77,18,0,0,0,34,340,40,33,19,0,0,0,0,0,0,0,0,17,49,0,0,false,0,0,,,,High-Impact Frame*,Full Bore*,Polygonal Rifling,Appended Mag*,Tactical Mag,Heal Clip*,Rapid Hit,Zen Moment,Burning Ambition*,Sword Logic,Kill Clip,Roar of Battle*,Wild Card,Kill Tracker,Tier 4: Reload Speed*,Achronal Stars in Shadow*,Sparks Everlasting*,,,
Stars in Shadow,3602242905,"""6917530146821761201""",archive,Legendary,5,Pulse Rifle,crucible,Energy,Solar,primary,461,High-Impact Frame,Range,5,Vault,true,false,false,8,27,,64,28,29,73,18,0,0,0,55,340,45,30,28,0,0,0,0,0,0,0,0,17,49,0,0,false,0,0,,,,High-Impact Frame*,Corkscrew Rifling*,Full Bore,Tactical Mag*,Flared Magwell,Heal Clip*,Impromptu Ammunition,Zen Moment,Desperado,Incandescent*,Kill Clip,Roar of Battle*,Wild Card,Kill Tracker,Tier 5: Range*,Achronal Stars in Shadow*,Sparks Everlasting*,,,
Stars in Shadow,3602242905,"""6917530149096047428""",archive,Legendary,5,Pulse Rifle,crucible,Energy,Solar,primary,459,High-Impact Frame,Handling,1,Vault,true,false,false,8,27,,94,28,29,62,18,0,0,0,43,340,36,33,36,0,0,0,0,0,0,0,0,17,49,0,0,false,0,0,,,,High-Impact Frame*,Arrowhead Brake*,Corkscrew Rifling,Appended Mag*,Extended Mag,Heal Clip*,Keep Away,Impromptu Ammunition,Burning Ambition*,Desperado,Sword Logic,Roar of Battle*,Wild Card,Kill Tracker,Tier 1: Handling*,Achronal Stars in Shadow*,Sparks Everlasting*,,,
Stormchaser,3652506829,"""6917529855226296908""",archive,Legendary,0,Linear Fusion Rifle,,Power,Arc,heavy,10,Adaptive Burst,Charge Time,10,Vault,true,false,false,5,17,,80,62,41,36,25,0,0,0,53,0,25,6,35,500,0,0,0,0,0,0,0,10,32,0,0,false,0,1,,,,Adaptive Burst*,Chambered Compensator,Corkscrew Rifling*,Enhanced Battery*,Projection Fuse,Clown Cartridge*,Firing Line*,Bitterspite*,Kill Tracker,Masterworked: Charge Time*,Luminous Void*,,,,,,,,,
Strident Whistle,2591241074,"""6917529867427707166""",archive,Legendary,0,Combat Bow,strikes,Energy,Solar,primary,10,Precision Frame,Reload Speed,5,Vault,true,false,false,5,17,,76,64,76,0,18,0,0,0,41,0,45,0,55,0,667,94,0,0,0,0,0,5,59,0,0,false,0,2,,,,Precision Frame*,High Tension String,Natural String*,Carbon Arrow Shaft,Fiberglass Arrow Shaft*,Perpetual Motion,Archer's Tempo*,Quickdraw,Adrenaline Junkie,Explosive Head*,Harmony,Vanguard's Vindication*,Kill Tracker,Tier 5: Reload Speed*,Abyssinian Gold*,,,,,
Strident Whistle,2591241074,"""6917529942495424985""",archive,Legendary,0,Combat Bow,strikes,Energy,Solar,primary,10,Precision Frame,Draw Time,10,Vault,true,false,false,5,17,,76,64,76,0,18,0,0,0,36,0,40,0,50,0,600,94,0,0,0,0,0,5,59,0,0,false,0,84,,,,Precision Frame*,Natural String,Polymer String*,Fiberglass Arrow Shaft*,Helical Fletching,Moving Target*,Successful Warm-Up*,Vanguard's Vindication*,Kill Tracker,Masterworked: Draw Time*,,,,,,,,,,
Sturm,2907129556,"""6917530145580128231""",keep,Exotic,0,Hand Cannon,,KineticSlot,Kinetic,primary,449,Accomplice,,10,Vault,true,false,false,1,1,,100,50,92,70,14,0,0,0,51,120,30,12,30,0,0,0,0,0,0,0,0,22,80,0,0,false,0,60,,,,Accomplice*,Extended Barrel*,Extended Mag*,Storm and Stress*,Combat Grip*,Kill Tracker,Sturm Catalyst*,,,,,,,,,,,,,
Submersion,3524386983,"""6917530147138759117""",archive,Legendary,5,Combat Bow,events,Power,Stasis,heavy,463,High-Impact Frame,Reload Speed,1,Vault,true,false,false,8,27,,0,53,47,0,19,0,42,56,0,0,48,0,20,0,0,0,0,0,0,0,0,14,28,0,0,false,0,0,,,,High-Impact Frame*,Empowered Rail*,Low-Profile Rail,Explosive Bolts*,Spring-Auger Bolts,Auto-Loading Holster*,No Distractions,Lead From Light,High Ground*,Headstone,Collective Action,Contending Cascade*,Kill Tracker,Tier 1: Reload Speed*,Ferrous Submersion*,Sparks Everlasting*,,,,
Succession,2990047042,"""6917530000553041352""",keep,Legendary,0,Sniper Rifle,deepstonecrypt,KineticSlot,Kinetic,special,10,Aggressive Frame,Handling,10,Vault,false,false,false,4,12,,80,53,90,76,50,0,0,0,33,72,45,4,55,0,0,0,0,0,0,0,0,4,50,0,0,crafted,19,63,,,,Aggressive Frame*,Fluted Barrel*,Tactical Mag*,Reconstruction*,Vorpal Weapon*,Bray Inheritance*,Kill Tracker,Targeting Adjuster*,Superblack*,,,,,,,,,,,
Succession,3612338554,"""6917530010774152410""",archive,Legendary,0,Sniper Rifle,brave,KineticSlot,Kinetic,special,10,Aggressive Frame,Handling,1,Vault,true,false,false,6,23,,80,48,90,76,50,0,0,0,28,72,15,4,46,0,0,0,0,0,0,0,0,14,50,0,0,false,0,0,,,,Aggressive Frame*,Fluted Barrel*,Hammer-Forged Rifling,Extended Mag*,Alloy Magazine,Discord*,Vorpal Weapon*,Indomitability*,Kill Tracker,Tier 1: Handling*,,,,,,,,,,
Sunshot,2907129557,"""6917529865731184009""",keep,Exotic,0,Hand Cannon,,Energy,Solar,primary,383,Sunburn,"Stability, Range",10,Vault,true,false,false,1,1,,100,60,80,71,14,0,0,0,65,150,72,12,91,0,0,0,0,0,0,0,0,27,53,0,0,false,0,19848,,,,Sunburn*,Chambered Compensator*,Accurized Rounds*,Sun Blast*,Textured Grip*,Kill Tracker,Sunshot Catalyst*,Red Dwarf*,,,,,,,,,,,,
Synanceia,1823308496,"""6917530144291843949""",keep,Legendary,4,Sword,,Power,Solar,heavy,501,Wave Sword Frame,Impact,10,Warlock(433),true,true,false,8,27,,0,0,72,0,0,0,0,0,0,0,0,71,0,0,0,0,66,14,46,40,0,0,0,0,0,false,0,124,hakke,"00004:Beta,Beta,Crucible,🟣 Soul Siphon - Winters",,Wave Sword Frame*,Hungry Edge,Jagged Edge*,Tempered Edge,Burst Guard,Swordmaster's Guard*,Attrition Orbs,Sharp Harvest*,Surrounded,Eager Edge*,Tenacity*,Häkke Breach Armaments,Kill Tracker,Backup Mag*,Masterworked: Impact*,Superblack*,,,,
Synanceia,1823308496,"""6917530144294068758""",keep,Legendary,4,Sword,,Power,Solar,heavy,421,Wave Sword Frame,Impact,4,Vault,true,false,false,8,27,,0,0,68,0,0,0,0,0,0,0,0,63,0,0,0,0,52,82,0,40,0,0,0,0,0,false,0,0,hakke,,,Wave Sword Frame*,Enduring Blade,Jagged Edge*,Tempered Edge,Burst Guard*,Heavy Guard,Relentless Strikes*,Wellspring,Binary Orbit,Eager Edge*,Tenacity*,Häkke Breach Armaments,Kill Tracker,Tier 5: Impact*,,,,,,
Synanceia,1823308496,"""6917530144296232823""",keep,Legendary,4,Sword,,Power,Solar,heavy,421,Wave Sword Frame,Impact,2,Vault,true,false,false,8,27,,0,0,63,0,0,0,0,0,0,0,0,71,0,0,0,0,50,0,94,40,0,0,0,0,0,false,0,0,hakke,,,Wave Sword Frame*,Hungry Edge*,Jagged Edge,Tempered Edge,Enduring Guard*,Heavy Guard,Attrition Orbs*,Sharp Harvest,Surrounded,Burning Ambition*,Tenacity*,Häkke Breach Armaments,Kill Tracker,Tier 2: Impact*,,,,,,
Synanceia,1823308496,"""6917530144305496988""",keep,Legendary,4,Sword,,Power,Solar,heavy,421,Wave Sword Frame,Impact,1,Vault,true,false,false,8,27,,0,0,60,0,0,0,0,0,0,0,0,74,0,0,0,0,50,82,2,40,0,0,0,0,0,false,0,0,hakke,,,Wave Sword Frame*,Enduring Blade*,Jagged Edge,Tempered Edge,Burst Guard*,Swordmaster's Guard,Relentless Strikes*,Wellspring,Elemental Honing*,Chain Reaction,Tenacity*,Häkke Breach Armaments,Kill Tracker,Tier 1: Impact*,,,,,,
Syncopation-53,2856514843,"""6917529858089541469""",keep,Legendary,0,Pulse Rifle,engram,KineticSlot,Stasis,primary,10,Adaptive Frame,,,Vault,false,false,false,5,16,,89,66,29,56,19,0,0,0,59,390,42,42,36,0,0,0,0,0,0,0,0,14,45,0,0,crafted,1,0,suros,,,Adaptive Frame*,Extended Barrel*,Appended Mag*,Moving Target*,Headstone*,Suros Synergy*,Kill Tracker,,,,,,,,,,,,,
Taipan-4fr,1911060537,"""6917529811582149794""",keep,Legendary,0,Linear Fusion Rifle,engram,Power,Void,heavy,10,Precision Frame,Charge Time,10,Titan(10),false,true,false,5,18,,69,64,38,50,25,0,0,0,50,0,31,6,53,500,0,0,0,0,0,0,0,9,33,0,0,crafted,109,2282,veist,,,Precision Frame*,Fluted Barrel*,Enhanced Battery*,Triple Tap*,Firing Line*,Veist Stinger*,Kill Tracker,Golden Trace*,,,,,,,,,,,,
Tarnished Mettle,2218569744,"""6917529937157408127""",keep,Legendary,0,Scout Rifle,plunder,Energy,Arc,primary,10,Lightweight Frame,Range,10,Vault,false,false,false,5,18,,82,73,60,50,20,0,0,0,33,200,53,15,76,0,0,0,0,0,0,0,0,18,49,0,0,crafted,19,394,,,,Lightweight Frame*,Arrowhead Brake*,Accurized Rounds*,Demolitionist*,Voltshot*,Right Hook*,Kill Tracker,Vintage Timber*,,,,,,,,,,,,
The Call,3947966653,"""6917530022616617553""",keep,Legendary,0,Sidearm,paleheart,KineticSlot,Strand,special,288,Micro-Missile Frame,Reload Speed,10,Vault,false,false,false,7,24,,75,70,0,0,18,33,72,0,42,100,60,15,57,0,0,0,0,0,0,0,0,14,25,0,0,crafted,85,1596,,,,Micro-Missile Frame*,Quick Launch*,Flared Magwell*,Lead from Gold*,One for All*,Dealer's Choice*,Kill Tracker,Backup Mag*,Primer*,,,,,,,,,,,
The Chaperone,3413860062,"""6917530141132016926""",keep,Exotic,0,Shotgun,exoticquest,KineticSlot,Kinetic,special,200,Precision Slug,,,Vault,true,false,false,2,4,,50,70,66,100,12,0,0,0,30,87,30,7,80,0,0,0,0,0,0,0,0,1,65,0,0,false,0,2,tex-mechanica,,,Precision Slug*,Hammer-Forged Rifling*,Accurized Rounds*,The Roadborn*,Hand-Laid Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,,
The Enigma,2595497736,"""6917529807484550812""",keep,Legendary,0,Glaive,campaign,Energy,Void,special,10,Adaptive Glaive,Reload Speed,10,Vault,false,false,false,5,16,,0,61,80,72,0,0,0,0,0,55,55,6,32,0,0,0,0,0,0,0,47,5,45,0,0,crafted,27,3256,,,,Adaptive Glaive*,Supercooled Accelerator*,Light Mag*,Impulse Amplifier*,Frenzy*,Psychohack*,Kill Tracker,Sprint Grip*,,,,,,,,,,,,
The Fourth Horseman,1665952087,"""6917530009272609542""",,Exotic,0,Shotgun,,Energy,Arc,special,10,Thunderer,"Magazine, Reload Speed",10,Vault,true,false,false,3,10,,100,39,80,22,12,0,0,0,44,360,76,5,33,0,0,0,0,0,0,0,0,6,0,0,0,false,0,406,,,,Thunderer*,Arrowhead Brake*,Assault Mag*,Broadside*,Fitted Stock*,Kill Tracker,The Fourth Horseman Catalyst*,,,,,,,,,,,,,
The Helmsman,2325078119,"""6917530184549321545""",archive,Legendary,4,Sniper Rifle,,Energy,Arc,special,500,High-Impact Frame,Handling,1,Vault,true,false,false,8,28,,79,59,90,74,25,0,0,0,18,72,1,10,38,0,0,0,0,0,0,0,0,14,43,0,0,false,0,0,field-forged,,,High-Impact Frame*,Full Bore*,Polygonal Rifling,Extended Mag*,Alloy Magazine,Light Touch*,Lone Wolf,Box Breathing*,Elemental Honing,Roar of Battle*,Field-Tested,Kill Tracker,Tier 1: Handling*,,,,,,,
The Hothead (Adept),1866778462,"""6917530123588962226""",archive,Legendary,0,Rocket Launcher,nightfall,Power,Arc,heavy,10,Adaptive Frame,Reload Speed,1,Vault,true,false,false,4,15,,75,67,0,0,20,45,72,0,40,20,46,1,47,0,0,0,0,0,0,0,0,8,34,0,0,false,0,0,,,,Adaptive Frame*,Hard Launch*,Impact Casing*,Tracking Module*,Clown Cartridge*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Tier 1: Reload Speed*,,,,,,,,,,,
The Immortal (Adept),3193598749,"""6917530148360089987""",,Legendary,0,Submachine Gun,crucible,KineticSlot,Strand,primary,200,Aggressive Frame,Stability,10,Vault,false,false,false,6,20,,100,39,22,58,14,0,0,0,35,720,33,32,71,0,0,0,0,0,0,0,0,25,37,0,0,false,0,6,field-forged,,,Aggressive Frame*,Arrowhead Brake*,Full Bore,High-Caliber Rounds*,Flared Magwell,Threat Detector*,Target Lock*,Killing Wind,Alacrity,One Quiet Moment,Field-Tested*,Kill Tracker,Adept Range*,Masterworked: Stability*,,,,,,
The Inquisitor,2185327324,"""6917529855507664931""",archive,Legendary,0,Shotgun,crucible,Energy,Arc,special,10,Pinpoint Slug Frame,Range,2,Vault,true,false,false,5,18,,50,35,70,85,12,0,0,0,55,65,62,7,76,0,0,0,0,0,0,0,0,5,52,0,0,false,0,0,suros,,,Pinpoint Slug Frame*,Chambered Compensator,Hammer-Forged Rifling*,Tactical Mag*,Steady Rounds,Perpetual Motion*,Opening Shot*,Alacrity*,One Quiet Moment,Suros Synergy,Kill Tracker,Tier 2: Range*,,,,,,,,
The Lament,3487253372,"""6917529346087701318""",keep,Exotic,0,Sword,europa,Power,Solar,heavy,10,Banshee's Wail,,,Vault,true,false,false,4,12,,0,0,78,0,0,0,0,0,0,0,0,65,0,0,0,0,20,50,90,40,0,0,0,0,0,false,0,24,,,,Banshee's Wail*,Jagged Edge*,Enduring Guard*,Tireless Blade*,Revved Consumption*,Kill Tracker,Lethe's Mercy*,Empty Catalyst Socket*,,,,,,,,,,,,
The Mountaintop,568611922,"""6917530002271826488""",archive,Legendary,0,Grenade Launcher,brave,KineticSlot,Kinetic,special,10,Micro-Missile Frame,Velocity,1,Vault,true,false,false,6,23,,62,75,0,0,13,95,91,0,13,90,63,1,69,0,0,0,0,0,0,0,0,32,61,0,0,false,0,0,,,,Micro-Missile Frame*,Hard Launch*,Quick Launch,Sticky Grenades*,High-Velocity Rounds,Impulse Amplifier*,Harmony*,Indomitability*,Kill Tracker,Tier 1: Velocity*,,,,,,,,,,
The Mountaintop,568611922,"""6917530010774153488""",archive,Legendary,0,Grenade Launcher,brave,KineticSlot,Kinetic,special,10,Micro-Missile Frame,Handling,4,Vault,true,false,false,6,23,,62,75,0,0,13,95,100,0,13,90,73,1,73,0,0,0,0,0,0,0,0,32,61,0,0,false,0,0,,,,Micro-Missile Frame*,Hard Launch*,Quick Launch,High-Velocity Rounds*,Implosion Rounds,Auto-Loading Holster*,Vorpal Weapon*,Indomitability*,Kill Tracker,Tier 4: Handling*,,,,,,,,,,
The Mountaintop,568611922,"""6917530010788776347""",archive,Legendary,0,Grenade Launcher,brave,KineticSlot,Kinetic,special,10,Micro-Missile Frame,Velocity,1,Vault,true,false,false,6,23,,62,75,0,0,13,95,91,0,13,90,63,1,69,0,0,0,0,0,0,0,0,32,61,0,0,false,0,0,,,,Micro-Missile Frame*,Hard Launch*,Linear Compensator,Sticky Grenades*,Spike Grenades,Impulse Amplifier*,Harmony*,Indomitability*,Kill Tracker,Tier 1: Velocity*,,,,,,,,,,
The Mountaintop,4043921923,"""6917530011522812780""",archive,Legendary,0,Grenade Launcher,brave,KineticSlot,Kinetic,special,10,Micro-Missile Frame,Reload Speed,10,Vault,true,false,true,6,23,,62,75,0,0,13,100,80,0,38,90,73,1,64,0,0,0,0,0,0,0,0,32,61,0,0,false,0,18,,,,Micro-Missile Frame*,Volatile Launch*,Smart Drift Control,Spike Grenades,Implosion Rounds*,Ambitious Assassin*,Overflow,Recombination*,Frenzy,Indomitability*,Kill Tracker,Masterworked: Reload Speed*,Superblack*,BRAVE The Mountaintop*,,,,,,
The Mountaintop,568611922,"""6917530014332767437""",keep,Legendary,0,Grenade Launcher,brave,KineticSlot,Kinetic,special,201,Micro-Missile Frame,Velocity,10,Warlock(433),true,true,false,6,23,,62,75,0,0,13,100,95,0,33,90,63,1,84,0,0,0,0,0,0,0,0,32,61,0,0,false,0,91,,"00002:Beta,Crucible",PVE,Micro-Missile Frame*,Volatile Launch,Quick Launch*,Spike Grenades*,High-Velocity Rounds,Auto-Loading Holster*,Vorpal Weapon*,Indomitability*,Kill Tracker,Masterworked: Velocity*,,,,,,,,,,
The Other Half,3257091167,"""6917529937608598540""",keep,Legendary,0,Sword,30th,Power,Void,heavy,441,Adaptive Frame,Impact,10,Vault,true,false,false,4,15,,0,0,68,0,0,0,0,0,0,0,0,64,0,0,0,0,32,17,40,42,0,0,0,0,0,crafted,398,1821,,00001:✨Solpsism Surge,,Adaptive Frame*,Jagged Edge*,Swordmaster's Guard*,Eager Edge*,Vorpal Weapon*,Hot Swap*,Kill Tracker,Synergy*,Nightfall Memento*,Luminous Void*,,,,,,,,,,
The Palindrome,432476743,"""6917529752717118690""",archive,Legendary,0,Hand Cannon,nightfall,Energy,Void,primary,10,Adaptive Frame,Reload Speed,10,Vault,true,false,false,4,13,,98,79,84,62,14,0,0,0,65,140,62,10,50,0,0,0,0,0,0,0,0,21,50,0,0,false,0,394,,,,Adaptive Frame*,Fluted Barrel,Smallbore*,Extended Mag,Light Mag*,Killing Wind*,Unrelenting*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Masterworked: Reload Speed*,Precursor Vex Chrome*,,,,,,,,
The Queenbreaker,2044500762,"""6917530144367957107""",keep,Exotic,0,Linear Fusion Rifle,,Power,Arc,heavy,200,Wire Rifle,,10,Warlock(433),true,false,false,2,4,,80,60,41,50,25,0,0,0,90,0,60,6,35,633,0,0,0,0,0,0,0,18,90,0,0,false,0,419,,,,Wire Rifle*,Marksman Sights*,Combat Sights,Enhanced Battery*,Hip-Fire Grip,Quickdraw*,Fitted Stock*,Kill Tracker,The Queenbreaker Catalyst*,Kingmaker*,,,,,,,,,,
The Recluse,3098328572,"""6917529999714606285""",archive,Legendary,0,Submachine Gun,brave,Energy,Void,primary,10,Lightweight Frame,Stability,10,Vault,true,false,true,6,23,,100,55,15,45,13,0,0,0,77,900,28,41,63,0,0,0,0,0,0,0,0,19,67,0,0,false,0,12,veist,,,Lightweight Frame*,Polygonal Rifling*,Ricochet Rounds*,Feeding Frenzy*,Master of Arms*,Indomitability*,Kill Tracker,Masterworked: Stability*,BRAVE Recluse*,,,,,,,,,,,
The Recluse,3098328572,"""6917530001257920425""",archive,Legendary,0,Submachine Gun,brave,Energy,Void,primary,10,Lightweight Frame,Range,10,Vault,true,false,true,6,23,,100,55,15,55,13,0,0,0,62,900,28,41,78,0,0,0,0,0,0,0,0,19,67,0,0,false,0,0,veist,,,Lightweight Frame*,Fluted Barrel*,Smallbore,Ricochet Rounds*,Light Mag,Feeding Frenzy*,Repulsor Brace,Master of Arms*,Frenzy,Indomitability*,Kill Tracker,Masterworked: Range*,BRAVE Recluse*,,,,,,,
The Recluse,3257283337,"""6917530184604049999""",,Legendary,5,Submachine Gun,pinnacle-weapon,Energy,Void,primary,492,Lightweight Frame,Handling,1,Vault,false,false,false,8,28,,100,55,15,47,13,0,0,0,58,900,28,41,60,0,0,0,0,0,0,0,0,19,67,0,0,false,0,0,veist,,,Lightweight Frame*,Chambered Compensator*,Hammer-Forged Rifling,Armor-Piercing Rounds*,Ricochet Rounds,Dynamic Sway Reduction*,Repulsor Brace,Dimensional Shift,Desperate Measures*,Collective Action,Chaos Reshaped,Indomitability*,Kill Tracker,Tier 1: Handling*,Triumphant Pulse*,,,,,
The Title,3559361670,"""6917529900269832548""",archive,Legendary,0,Submachine Gun,events,Energy,Void,primary,10,Aggressive Frame,Stability,10,Vault,true,false,false,6,20,Guardian Games,100,32,22,52,15,0,0,0,47,720,23,32,48,0,0,0,0,0,0,0,0,21,34,0,0,false,0,11,hakke,,,Aggressive Frame*,Arrowhead Brake,Smallbore*,Ricochet Rounds*,Light Mag,Perpetual Motion*,Envious Assassin,Rangefinder*,Repulsor Brace,Classy Contender*,Häkke Breach Armaments,Kill Tracker,Counterbalance Stock*,Masterworked: Stability*,Primer*,,,,,
Theodolite,4146673635,"""6917530128781083251""",archive,Legendary,1,Grenade Launcher,pinnacleops,Energy,Arc,special,199,Micro-Missile Frame,Handling,2,Vault,true,false,false,8,27,,69,75,0,0,13,85,100,0,28,90,69,1,73,0,0,0,0,0,0,0,0,17,69,0,0,false,0,8,field-forged,,,Micro-Missile Frame*,Countermass,Hard Launch*,Sticky Grenades,Implosion Rounds*,Reconstruction*,Elemental Honing*,Problem Solver*,Vanguard Determination,Field-Tested,Kill Tracker,Tactical*,Tier 2: Handling*,,,,,,,
Theodolite,4146673635,"""6917530137346781879""",archive,Legendary,3,Grenade Launcher,pinnacleops,Energy,Arc,special,310,Micro-Missile Frame,Velocity,1,Vault,true,false,false,8,27,,69,75,0,0,13,100,86,0,23,90,63,1,80,0,0,0,0,0,0,0,0,17,69,0,0,false,0,0,field-forged,,,Micro-Missile Frame*,Quick Launch*,Smart Drift Control,Sticky Grenades*,High-Velocity Rounds,Blast Distributor*,Danger Zone,Elemental Honing*,Rolling Storm,Problem Solver*,Vanguard Determination,Field-Tested,Kill Tracker,Tier 1: Velocity*,,,,,,
Theodolite,4146673635,"""6917530143030976699""",archive,Legendary,4,Grenade Launcher,pinnacleops,Energy,Arc,special,406,Micro-Missile Frame,Velocity,1,Vault,true,false,false,8,27,,69,75,0,0,13,100,98,0,23,90,74,1,81,0,0,0,0,0,0,0,0,17,69,0,0,false,0,0,field-forged,,,Micro-Missile Frame*,Confined Launch,Quick Launch*,Sticky Grenades,High-Velocity Rounds*,Blast Distributor*,Reverberation,Voltshot*,Reaper's Tithe,Problem Solver*,Vanguard Determination,Field-Tested,Kill Tracker,Tier 1: Velocity*,,,,,,
